年度,リーグ,ステージ,試合No,日付,時間,チーム名,選手名,スコア,着順,試合,得点,選手ID
2026,Bリーグ,レギュラー, 265 ,2026/07/02,21:28:44,La vie en Rose,なほみん,11.4,2着,,31400,P0153
2026,Bリーグ,レギュラー, 265 ,2026/07/02,21:28:44,Vertice,抹茶,-16.0,3着,,24000,P0314
2026,Bリーグ,レギュラー, 265 ,2026/07/02,21:28:44,Brave Revengers,だーはら,-50.3,4着,,9700,P0129
2026,Aリーグ,レギュラー, 266 ,2026/07/02,21:29:09,MJ東京,J,68.3,1着,第一試合,48300,P0032
2026,Aリーグ,レギュラー, 266 ,2026/07/02,21:29:09,レッドリボン軍,とと,2.8,2着,,22800,P0144
2026,Aリーグ,レギュラー, 266 ,2026/07/02,21:29:09,SSブルーバーズ,鈴木正道,-24.2,3着,,15800,P0004
2026,Aリーグ,レギュラー, 266 ,2026/07/02,21:29:09,電光石火,ミッキー柳井,-46.9,4着,,13100,P0194
2026,Aリーグ,レギュラー, 267 ,2026/07/02,21:29:16,SILVER WOLVES,店長倍損の上司,59.7,1着,第一試合,39700,P0302
2026,Aリーグ,レギュラー, 267 ,2026/07/02,21:29:16,MJAC愛好会,おかぴー,17.8,2着,,37800,P0079
2026,Aリーグ,レギュラー, 267 ,2026/07/02,21:29:16,ＺＯＯ,rinruka,-23.1,3着,,16900,P0052
2026,Aリーグ,レギュラー, 267 ,2026/07/02,21:29:16,武装,ツナマヨ,-54.4,4着,,5600,P0138
2026,Bリーグ,レギュラー, 268 ,2026/07/02,21:29:24,さわやかMJ野郎の会,はなびん,56.6,1着,第一試合,36600,P0159
2026,Bリーグ,レギュラー, 268 ,2026/07/02,21:29:24,IRU,aoking,5.0,2着,,25000,P0017
2026,Bリーグ,レギュラー, 268 ,2026/07/02,21:29:24,楽しめばイイ雀,nana.jo,-19.3,3着,,20700,P0045
2026,Bリーグ,レギュラー, 268 ,2026/07/02,21:29:24,Team MJ lovers,ysk,-42.3,4着,,17700,P0065
2026,Bリーグ,レギュラー, 269 ,2026/07/02,21:31:06,チートイズ,dia,60.5,1着,第一試合,40500,P0023
2026,Bリーグ,レギュラー, 269 ,2026/07/02,21:31:06,おたまーず,羽田暁音,5.1,2着,,25100,P0232
2026,Bリーグ,レギュラー, 269 ,2026/07/02,21:31:06,TEAM AJITO,支援紳士,-19.4,3着,,20600,P0265
2026,Bリーグ,レギュラー, 269 ,2026/07/02,21:31:06,他力本願寺,灰鶴,-46.2,4着,,13800,P0239
2026,Aリーグ,レギュラー, 270 ,2026/07/02,21:44:42,enjoyすればイイ雀！,みや,69.7,1着,第一試合,49700,P0195
2026,Aリーグ,レギュラー, 270 ,2026/07/02,21:44:42,たちこまーず,ミズゴロウ♂,4.4,2着,,24400,P0193
2026,Aリーグ,レギュラー, 270 ,2026/07/02,21:44:42,HIVE,カルア,-26.8,3着,,13200,P0093
2026,Aリーグ,レギュラー, 270 ,2026/07/02,21:44:42,最強位ズ,ねこます,-47.3,4着,,12700,P0155
2026,Bリーグ,レギュラー, 271 ,2026/07/02,22:30:22,TEAM AJITO,TOM,63.0,1着,第二試合,43000,P0057
2026,Bリーグ,レギュラー, 271 ,2026/07/02,22:30:22,チートイズ,しげぞー,2.9,2着,,22900,P0114
2026,Bリーグ,レギュラー, 271 ,2026/07/02,22:30:22,他力本願寺,とり,-18.4,3着,,21600,P0148
2026,Bリーグ,レギュラー, 271 ,2026/07/02,22:30:22,おたまーず,羽田暁音,-47.5,4着,,12500,P0232
2026,Aリーグ,レギュラー, 272 ,2026/07/02,22:31:23,最強位ズ,ダイゴ＠LA,62.9,1着,第二試合,42900,P0130
2026,Aリーグ,レギュラー, 272 ,2026/07/02,22:31:23,HIVE,ぽこぽこぽこり,12.0,2着,,32000,P0179
2026,Aリーグ,レギュラー, 272 ,2026/07/02,22:31:23,たちこまーず,まぽぽ,-15.2,3着,,24800,P0188
2026,Aリーグ,レギュラー, 272 ,2026/07/02,22:31:23,enjoyすればイイ雀！,ブロッケンG,-59.7,4着,,300,P0170
2026,Bリーグ,レギュラー, 273 ,2026/07/02,22:34:58,教室生☆KSC,悠紀子,76.2,1着,第二試合,56200,P0318
2026,Bリーグ,レギュラー, 273 ,2026/07/02,22:34:58,Brave Revengers,ペン,26.8,2着,,46800,P0175
2026,Bリーグ,レギュラー, 273 ,2026/07/02,22:34:58,La vie en Rose,ふとふと,-37.5,3着,,2500,P0167
2026,Bリーグ,レギュラー, 273 ,2026/07/02,22:34:58,Vertice,抹茶,-65.5,4着,,-5500,P0314
2026,Aリーグ,レギュラー, 274 ,2026/07/02,22:37:27,SILVER WOLVES,橋本るり子,55.0,1着,第二試合,35000,P0249
2026,Aリーグ,レギュラー, 274 ,2026/07/02,22:37:27,武装,ゆんゆん,13.8,2着,,33800,P0210
2026,Aリーグ,レギュラー, 274 ,2026/07/02,22:37:27,MJAC愛好会,ロンリーボーイ,-17.2,3着,,22800,P0224
2026,Aリーグ,レギュラー, 274 ,2026/07/02,22:37:27,ＺＯＯ,rinruka,-51.6,4着,,8400,P0052
2026,Bリーグ,レギュラー, 275 ,2026/07/02,22:39:55,IRU,猪突猛進男,52.0,1着,第二試合,32000,P0299
2026,Bリーグ,レギュラー, 275 ,2026/07/02,22:39:55,さわやかMJ野郎の会,海賊王,11.2,2着,,31200,P0238
2026,Bリーグ,レギュラー, 275 ,2026/07/02,22:39:55,Team MJ lovers,μゆぅちゃん,-17.9,3着,,22100,P0327
2026,Bリーグ,レギュラー, 275 ,2026/07/02,22:39:55,楽しめばイイ雀,ゆうやなのだ,-45.3,4着,,14700,P0205
2026,Aリーグ,レギュラー, 276 ,2026/07/02,22:46:43,SSブルーバーズ,ポテト吉野,56.5,1着,第二試合,36500,P0181
2026,Aリーグ,レギュラー, 276 ,2026/07/02,22:46:43,電光石火,魔王,8.0,2着,,28000,P0312
2026,Aリーグ,レギュラー, 276 ,2026/07/02,22:46:43,レッドリボン軍,レッド総帥,-17.9,3着,,22100,P0221
2026,Aリーグ,レギュラー, 276 ,2026/07/02,22:46:43,MJ東京,えんがわ,-46.6,4着,,13400,P0078
2026,Bリーグ,レギュラー, 277 ,2026/07/03,21:24:45,おたまーず,エイデン二号機,50.2,1着,第一試合,30200,P0075
2026,Bリーグ,レギュラー, 277 ,2026/07/03,21:24:45,さわやかMJ野郎の会,海賊王,6.6,2着,,26600,P0238
2026,Bリーグ,レギュラー, 277 ,2026/07/03,21:24:45,Vertice,みーやん19,-15.7,3着,,24300,P0192
2026,Bリーグ,レギュラー, 277 ,2026/07/03,21:24:45,楽しめばイイ雀,捜査一課長,-41.1,4着,,18900,P0292
2026,Aリーグ,レギュラー, 278 ,2026/07/03,21:34:56,レッドリボン軍,かじ,65.2,1着,第一試合,45200,P0090
2026,Aリーグ,レギュラー, 278 ,2026/07/03,21:34:56,ＺＯＯ,ご飯にバター,2.1,2着,,22100,P0106
2026,Aリーグ,レギュラー, 278 ,2026/07/03,21:34:56,SILVER WOLVES,石川安牌,-19.0,3着,,21000,P0284
2026,Aリーグ,レギュラー, 278 ,2026/07/03,21:34:56,たちこまーず,坊や哲,-48.3,4着,,11700,P0310
2026,Bリーグ,レギュラー, 279 ,2026/07/03,21:36:07,チートイズ,あすてる,69.9,1着,第一試合,49900,P0067
2026,Bリーグ,レギュラー, 279 ,2026/07/03,21:36:07,La vie en Rose,匕首◆,9.0,2着,,29000,P0325
2026,Bリーグ,レギュラー, 279 ,2026/07/03,21:36:07,Team MJ lovers,ゆっしー@,-27.8,3着,,12200,P0207
2026,Bリーグ,レギュラー, 279 ,2026/07/03,21:36:07,他力本願寺,桐生れいか,-51.1,4着,,8900,P0252
2026,Bリーグ,レギュラー, 280 ,2026/07/03,21:45:11,IRU,？？？？？,67.2,1着,第一試合,47200,P0001
2026,Bリーグ,レギュラー, 280 ,2026/07/03,21:45:11,TEAM AJITO,ｋｅｎ@あじと,26.4,2着,,46400,P0036
2026,Bリーグ,レギュラー, 280 ,2026/07/03,21:45:11,教室生☆KSC,Anmi,-31.9,3着,,8100,P0016
2026,Bリーグ,レギュラー, 280 ,2026/07/03,21:45:11,Brave Revengers,りきまーる,-61.7,4着,,-1700,P0214
2026,Aリーグ,レギュラー, 281 ,2026/07/03,21:49:26,最強位ズ,リョータ,58.8,1着,第一試合,38800,P0217
2026,Aリーグ,レギュラー, 281 ,2026/07/03,21:49:26,SSブルーバーズ,どうみき,7.8,2着,,27800,P0141
2026,Aリーグ,レギュラー, 281 ,2026/07/03,21:49:26,MJAC愛好会,ロッキンポ,-19.8,3着,,20200,P0223
2026,Aリーグ,レギュラー, 281 ,2026/07/03,21:49:26,電光石火,ひろとだポン,-46.8,4着,,13200,P0163
2026,Aリーグ,レギュラー, 282 ,2026/07/03,21:53:38,HIVE,郷 ひろし,79.4,1着,第一試合,59400,P0250
2026,Aリーグ,レギュラー, 282 ,2026/07/03,21:53:38,enjoyすればイイ雀！,銀河,-2.2,2着,,17800,P0253
2026,Aリーグ,レギュラー, 282 ,2026/07/03,21:53:38,武装,しんじゃうツモ,-25.7,3着,,14300,P0119
2026,Aリーグ,レギュラー, 282 ,2026/07/03,21:53:38,MJ東京,J,-51.5,4着,,8500,P0032
2026,Bリーグ,レギュラー, 283 ,2026/07/03,22:29:11,さわやかMJ野郎の会,海賊王,58.2,1着,第二試合,38200,P0238
2026,Bリーグ,レギュラー, 283 ,2026/07/03,22:29:11,おたまーず,樹央,13.0,2着,,33000,P0268
2026,Bリーグ,レギュラー, 283 ,2026/07/03,22:29:11,Vertice,フィーレン,-20.5,3着,,19500,P0164
2026,Bリーグ,レギュラー, 283 ,2026/07/03,22:29:11,楽しめばイイ雀,小四喜大好き,-50.7,4着,,9300,P0272
2026,Aリーグ,レギュラー, 284 ,2026/07/03,22:31:26,HIVE,ぼうや@HIVE,55.3,1着,第二試合,35300,P0177
2026,Aリーグ,レギュラー, 284 ,2026/07/03,22:31:26,MJ東京,キレそう,12.7,2着,,32700,P0097
2026,Aリーグ,レギュラー, 284 ,2026/07/03,22:31:26,enjoyすればイイ雀！,べびたん,-15.4,3着,,24600,P0173
2026,Aリーグ,レギュラー, 284 ,2026/07/03,22:31:26,武装,赤哲,-52.6,4着,,7400,P0288
2026,Bリーグ,レギュラー, 285 ,2026/07/03,22:35:51,Brave Revengers,nesre,61.7,1着,第二試合,41700,P0047
2026,Bリーグ,レギュラー, 285 ,2026/07/03,22:35:51,教室生☆KSC,悠紀子,20.1,2着,,40100,P0318
2026,Bリーグ,レギュラー, 285 ,2026/07/03,22:35:51,IRU,uki,-27.4,3着,,12600,P0059
2026,Bリーグ,レギュラー, 285 ,2026/07/03,22:35:51,TEAM AJITO,神田大行,-54.4,4着,,5600,P0282
2026,Aリーグ,レギュラー, 286 ,2026/07/03,22:39:11,MJAC愛好会,湾奥アングラー,78.2,1着,第二試合,58200,P0323
2026,Aリーグ,レギュラー, 286 ,2026/07/03,22:39:11,最強位ズ,ブ茶ラティ,4.5,2着,,24500,P0171
2026,Aリーグ,レギュラー, 286 ,2026/07/03,22:39:11,電光石火,EmperorTime,-28.0,3着,,12000,P0024
2026,Aリーグ,レギュラー, 286 ,2026/07/03,22:39:11,SSブルーバーズ,ハナノア,-54.7,4着,,5300,P0158
2026,Aリーグ,レギュラー, 287 ,2026/07/03,22:40:29,ＺＯＯ,Bu Ki Chi,62.3,1着,第二試合,42300,P0020
2026,Aリーグ,レギュラー, 287 ,2026/07/03,22:40:29,レッドリボン軍,ベヘリット,9.1,2着,,29100,P0174
2026,Aリーグ,レギュラー, 287 ,2026/07/03,22:40:29,たちこまーず,よつば@tobi,-18.4,3着,,21600,P0211
2026,Aリーグ,レギュラー, 287 ,2026/07/03,22:40:29,SILVER WOLVES,上野あいみ,-53.0,4着,,7000,P0279
2026,Bリーグ,レギュラー, 288 ,2026/07/03,22:49:01,La vie en Rose,３１０７,58.6,1着,第二試合,38600,P0013
2026,Bリーグ,レギュラー, 288 ,2026/07/03,22:49:01,他力本願寺,桐生れいか,16.3,2着,,36300,P0252
2026,Bリーグ,レギュラー, 288 ,2026/07/03,22:49:01,Team MJ lovers,ゆっしー@,-23.7,3着,,16300,P0207
2026,Bリーグ,レギュラー, 288 ,2026/07/03,22:49:01,チートイズ,014のりたま,-51.2,4着,,8800,P0011
2026,Aリーグ,レギュラー, 289 ,2026/07/06,21:24:52,HIVE,ぼうや@HIVE,61.0,1着,第一試合,41000,P0177
2026,Aリーグ,レギュラー, 289 ,2026/07/06,21:24:52,MJAC愛好会,教室生 ユウ,12.0,2着,,32000,P0248
2026,Aリーグ,レギュラー, 289 ,2026/07/06,21:24:52,武装,フィクション,-14.1,3着,,25900,P0165
2026,Aリーグ,レギュラー, 289 ,2026/07/06,21:24:52,レッドリボン軍,梁瀬健太郎,-58.9,4着,,1100,P0063
2026,Bリーグ,レギュラー, 290 ,2026/07/06,21:30:25,IRU,shige,56.6,1着,第一試合,36600,P0056
2026,Bリーグ,レギュラー, 290 ,2026/07/06,21:30:25,Brave Revengers,仇森龍,8.9,2着,,28900,P0245
2026,Bリーグ,レギュラー, 290 ,2026/07/06,21:30:25,Team MJ lovers,小林宏康,-21.7,3着,,18300,P0275
2026,Bリーグ,レギュラー, 290 ,2026/07/06,21:30:25,おたまーず,鰤トニー,-43.8,4着,,16200,P0326
2026,Bリーグ,レギュラー, 291 ,2026/07/06,21:33:00,TEAM AJITO,TOM,59.3,1着,第一試合,39300,P0057
2026,Bリーグ,レギュラー, 291 ,2026/07/06,21:33:00,さわやかMJ野郎の会,パイ乙戦士全ツ,11.8,2着,,31800,P0156
2026,Bリーグ,レギュラー, 291 ,2026/07/06,21:33:00,楽しめばイイ雀,くすだま,-16.4,3着,,23600,P0098
2026,Bリーグ,レギュラー, 291 ,2026/07/06,21:33:00,他力本願寺,桐生れいか,-54.7,4着,,5300,P0252
2026,Bリーグ,レギュラー, 292 ,2026/07/06,21:37:28,Vertice,みーやん19,57.0,1着,第一試合,37000,P0192
2026,Bリーグ,レギュラー, 292 ,2026/07/06,21:37:28,チートイズ,dia,14.4,2着,,34400,P0023
2026,Bリーグ,レギュラー, 292 ,2026/07/06,21:37:28,La vie en Rose,匕首◆,-22.7,3着,,17300,P0325
2026,Bリーグ,レギュラー, 292 ,2026/07/06,21:37:28,教室生☆KSC,川端由紀,-48.7,4着,,11300,P0289
2026,Aリーグ,レギュラー, 293 ,2026/07/06,21:42:17,SILVER WOLVES,阿賀寿直,56.6,1着,第一試合,36600,P0228
2026,Aリーグ,レギュラー, 293 ,2026/07/06,21:42:17,ＺＯＯ,rinruka,2.7,2着,,22700,P0052
2026,Aリーグ,レギュラー, 293 ,2026/07/06,21:42:17,電光石火,魔王,-18.3,3着,,21700,P0312
2026,Aリーグ,レギュラー, 293 ,2026/07/06,21:42:17,MJ東京,J,-41.0,4着,,19000,P0032
2026,Aリーグ,レギュラー, 294 ,2026/07/06,21:53:12,SSブルーバーズ,サヴェ松田,58.9,1着,第一試合,38900,P0107
2026,Aリーグ,レギュラー, 294 ,2026/07/06,21:53:12,最強位ズ,ブ茶ラティ,11.7,2着,,31700,P0171
2026,Aリーグ,レギュラー, 294 ,2026/07/06,21:53:12,enjoyすればイイ雀！,じゅねこ,-21.3,3着,,18700,P0116
2026,Aリーグ,レギュラー, 294 ,2026/07/06,21:53:12,たちこまーず,坊や哲,-49.3,4着,,10700,P0310
2026,Aリーグ,レギュラー, 295 ,2026/07/06,22:27:11,電光石火,けっけ,52.9,1着,第二試合,32900,P0102
2026,Aリーグ,レギュラー, 295 ,2026/07/06,22:27:11,MJ東京,Mychemi,5.3,2着,,25300,P0044
2026,Aリーグ,レギュラー, 295 ,2026/07/06,22:27:11,ＺＯＯ,ご飯にバター,-16.5,3着,,23500,P0106
2026,Aリーグ,レギュラー, 295 ,2026/07/06,22:27:11,SILVER WOLVES,まーくん RMU,-41.7,4着,,18300,P0184
2026,Aリーグ,レギュラー, 296 ,2026/07/06,22:28:55,レッドリボン軍,レッド総帥,61.9,1着,第二試合,41900,P0221
2026,Aリーグ,レギュラー, 296 ,2026/07/06,22:28:55,武装,赤哲,20.5,2着,,40500,P0288
2026,Aリーグ,レギュラー, 296 ,2026/07/06,22:28:55,MJAC愛好会,冬のミルク,-27.3,3着,,12700,P0304
2026,Aリーグ,レギュラー, 296 ,2026/07/06,22:28:55,HIVE,最後のZ戦士達,-55.1,4着,,4900,P0261
2026,Aリーグ,レギュラー, 297 ,2026/07/06,22:29:58,たちこまーず,はち,52.9,1着,第二試合,32900,P0157
2026,Aリーグ,レギュラー, 297 ,2026/07/06,22:29:58,最強位ズ,まびたん,8.0,2着,,28000,P0187
2026,Aリーグ,レギュラー, 297 ,2026/07/06,22:29:58,SSブルーバーズ,きめっち,-17.2,3着,,22800,P0095
2026,Aリーグ,レギュラー, 297 ,2026/07/06,22:29:58,enjoyすればイイ雀！,Blush,-43.7,4着,,16300,P0019
2026,Bリーグ,レギュラー, 298 ,2026/07/06,22:37:48,おたまーず,樹央,55.7,1着,第二試合,35700,P0268
2026,Bリーグ,レギュラー, 298 ,2026/07/06,22:37:48,IRU,猪突猛進男,14.9,2着,,34900,P0299
2026,Bリーグ,レギュラー, 298 ,2026/07/06,22:37:48,Team MJ lovers,小林宏康,-13.3,3着,,26700,P0275
2026,Bリーグ,レギュラー, 298 ,2026/07/06,22:37:48,Brave Revengers,ペン,-57.3,4着,,2700,P0175
2026,Bリーグ,レギュラー, 299 ,2026/07/06,22:44:25,教室生☆KSC,悠紀子,78.8,1着,第二試合,58800,P0318
2026,Bリーグ,レギュラー, 299 ,2026/07/06,22:44:25,Vertice,みーやん19,-1.5,2着,,18500,P0192
2026,Bリーグ,レギュラー, 299 ,2026/07/06,22:44:25,チートイズ,おさやスイープ,-21.7,3着,,18300,P0081
2026,Bリーグ,レギュラー, 299 ,2026/07/06,22:44:25,La vie en Rose,ポルタ,-55.6,4着,,4400,P0182
2026,Bリーグ,レギュラー, 300 ,2026/07/06,22:45:46,TEAM AJITO,chemi,60.0,1着,第二試合,40000,P0022
2026,Bリーグ,レギュラー, 300 ,2026/07/06,22:45:46,楽しめばイイ雀,小四喜大好き,17.0,2着,,37000,P0272
2026,Bリーグ,レギュラー, 300 ,2026/07/06,22:45:46,他力本願寺,桐生れいか,-17.1,3着,,22900,P0252
2026,Bリーグ,レギュラー, 300 ,2026/07/06,22:45:46,さわやかMJ野郎の会,だてまきたまご,-59.9,4着,,100,P0135
2026,Bリーグ,レギュラー, 301 ,2026/07/07,21:28:38,おたまーず,エイデン二号機,60.3,1着,第一試合,40300,P0075
2026,Bリーグ,レギュラー, 301 ,2026/07/07,21:28:38,La vie en Rose,まんまる,20.2,2着,,40200,P0190
2026,Bリーグ,レギュラー, 301 ,2026/07/07,21:28:38,さわやかMJ野郎の会,黒太郎@SMY会,-24.3,3着,,15700,P0260
2026,Bリーグ,レギュラー, 301 ,2026/07/07,21:28:38,チートイズ,じんぱぱ,-56.2,4着,,3800,P0120
2026,Bリーグ,レギュラー, 302 ,2026/07/07,21:33:46,TEAM AJITO,神田大行,55.0,1着,第一試合,35000,P0282
2026,Bリーグ,レギュラー, 302 ,2026/07/07,21:33:46,教室生☆KSC,青ヒゲ危機一髪,14.3,2着,,34300,P0283
2026,Bリーグ,レギュラー, 302 ,2026/07/07,21:33:46,IRU,shige,-18.3,3着,,21700,P0056
2026,Bリーグ,レギュラー, 302 ,2026/07/07,21:33:46,楽しめばイイ雀,七対子大好き,-51.0,4着,,9000,P0267
2026,Aリーグ,レギュラー, 303 ,2026/07/07,21:36:28,たちこまーず,JILL,57.4,1着,第一試合,37400,P0033
2026,Aリーグ,レギュラー, 303 ,2026/07/07,21:36:28,MJAC愛好会,つかぴー,9.3,2着,,29300,P0137
2026,Aリーグ,レギュラー, 303 ,2026/07/07,21:36:28,電光石火,ミッキー柳井,-19.2,3着,,20800,P0194
2026,Aリーグ,レギュラー, 303 ,2026/07/07,21:36:28,HIVE,ぽこぽこぽこり,-47.5,4着,,12500,P0179
2026,Aリーグ,レギュラー, 304 ,2026/07/07,21:41:01,最強位ズ,Hiromu,49.6,1着,第一試合,29600,P0030
2026,Aリーグ,レギュラー, 304 ,2026/07/07,21:41:01,SSブルーバーズ,ポテト吉野,7.2,2着,,27200,P0181
2026,Aリーグ,レギュラー, 304 ,2026/07/07,21:41:01,SILVER WOLVES,松崎真也,-13.5,3着,,26500,P0276
2026,Aリーグ,レギュラー, 304 ,2026/07/07,21:41:01,レッドリボン軍,とと,-43.3,4着,,16700,P0144
2026,Aリーグ,レギュラー, 305 ,2026/07/07,21:41:11,MJ東京,えんがわ,62.3,1着,第一試合,42300,P0078
2026,Aリーグ,レギュラー, 305 ,2026/07/07,21:41:11,enjoyすればイイ雀！,かに,3.3,2着,,23300,P0091
2026,Aリーグ,レギュラー, 305 ,2026/07/07,21:41:11,武装,とむとむ,-22.3,3着,,17700,P0146
2026,Aリーグ,レギュラー, 305 ,2026/07/07,21:41:11,ＺＯＯ,rinruka,-43.3,4着,,16700,P0052
2026,Bリーグ,レギュラー, 306 ,2026/07/07,22:18:52,Team MJ lovers,中出雄介,61.9,1着,第一試合,41900,P0298
2026,Bリーグ,レギュラー, 306 ,2026/07/07,22:18:52,Vertice,moka,18.6,2着,,38600,P0042
2026,Bリーグ,レギュラー, 306 ,2026/07/07,22:18:52,Brave Revengers,だーはら,-12.9,3着,,27100,P0129
2026,Bリーグ,レギュラー, 306 ,2026/07/07,22:18:52,他力本願寺,とり,-67.6,4着,,-7600,P0148
2026,Aリーグ,レギュラー, 307 ,2026/07/07,22:29:16,MJ東京,aimoni,64.7,1着,第二試合,44700,P0015
2026,Aリーグ,レギュラー, 307 ,2026/07/07,22:29:16,ＺＯＯ,Bu Ki Chi,9.5,2着,,29500,P0020
2026,Aリーグ,レギュラー, 307 ,2026/07/07,22:29:16,武装,しんじゃうツモ,-19.4,3着,,20600,P0119
2026,Aリーグ,レギュラー, 307 ,2026/07/07,22:29:16,enjoyすればイイ雀！,せなmam@,-54.8,4着,,5200,P0124
2026,Bリーグ,レギュラー, 308 ,2026/07/07,22:37:20,IRU,蒼,57.3,1着,第二試合,37300,P0293
2026,Bリーグ,レギュラー, 308 ,2026/07/07,22:37:20,教室生☆KSC,悠紀子,5.2,2着,,25200,P0318
2026,Bリーグ,レギュラー, 308 ,2026/07/07,22:37:20,TEAM AJITO,神田大行,-19.8,3着,,20200,P0282
2026,Bリーグ,レギュラー, 308 ,2026/07/07,22:37:20,楽しめばイイ雀,七対子大好き,-42.7,4着,,17300,P0267
2026,Bリーグ,レギュラー, 309 ,2026/07/07,22:46:20,他力本願寺,とり,64.1,1着,第二試合,44100,P0148
2026,Bリーグ,レギュラー, 309 ,2026/07/07,22:46:20,Vertice,しょう&るな,20.6,2着,,40600,P0117
2026,Bリーグ,レギュラー, 309 ,2026/07/07,22:46:20,Team MJ lovers,μゆぅちゃん,-29.8,3着,,10200,P0327
2026,Bリーグ,レギュラー, 309 ,2026/07/07,22:46:20,Brave Revengers,りきまーる,-54.9,4着,,5100,P0214
2026,Bリーグ,レギュラー, 310 ,2026/07/07,22:46:55,La vie en Rose,３１０７,70.9,1着,第二試合,50900,P0013
2026,Bリーグ,レギュラー, 310 ,2026/07/07,22:46:55,チートイズ,あすてる,27.3,2着,,47300,P0067
2026,Bリーグ,レギュラー, 310 ,2026/07/07,22:46:55,さわやかMJ野郎の会,ソニア@SMY会,-15.0,3着,,25000,P0127
2026,Bリーグ,レギュラー, 310 ,2026/07/07,22:46:55,おたまーず,樹央,-83.2,4着,,-23200,P0268
2026,Aリーグ,レギュラー, 311 ,2026/07/07,22:49:50,MJAC愛好会,ロンリーボーイ,94.9,1着,第二試合,74900,P0224
2026,Aリーグ,レギュラー, 311 ,2026/07/07,22:49:50,電光石火,どっち？弾平,-5.1,2着,,14900,P0143
